K,alpha,beta,nu,max_L,p(D|K),n_comp,new p(D|K)
4,1,0.85,6,-431.6,-428.422,3,-428.4219462
4,1,0.85,6.5,-430.838,-427.659,3,-427.6599462
4,1,0.85,7,-430.193,-427.014,3,-427.0149462
4,1,0.85,7.5,-429.653,-426.475,3,-426.4749462
4,1,0.85,8,-429.211,-426.032,3,-426.0329462
4,1,0.85,8.5,-428.856,-425.678,3,-425.6779462
4,1,0.85,9,-428.583,-425.405,3,-425.4049462
4,1,0.85,9.5,-428.385,-425.207,3,-425.2069462
4,1,0.85,10,-428.257,-425.079,3,-425.0789462
4,1,0.85,10.5,-428.194,-425.016,3,-425.0159462
4,1,0.85,11,-428.194,-425.016,3,-425.0159462
4,1,0.9,1.5,-446.57,-443.392,2,-444.0850934
4,1,0.9,2,-443.358,-440.18,2,-440.8730934
4,1,0.9,2.5,-441.047,-437.869,2,-438.5620934
4,1,0.9,3,-439.221,-436.043,2,-436.7360934
4,1,0.9,3.5,-437.722,-434.544,2,-435.2370934
4,1,0.9,4,-436.468,-433.29,2,-433.9830934
4,1,0.9,4.5,-435.318,-432.14,3,-432.1399462
4,1,0.9,5,-434.11,-430.931,3,-430.9319462
4,1,0.9,5.5,-433.071,-429.893,3,-429.8929462
4,1,0.9,6,-432.182,-429.004,3,-429.0039462
4,1,0.9,6.5,-431.423,-428.245,3,-428.2449462
4,1,0.9,7,-430.782,-427.603,3,-427.6039462
4,1,0.9,7.5,-430.246,-427.068,3,-427.0679462
4,1,0.9,8,-429.807,-426.628,3,-426.6289462
4,1,0.9,8.5,-429.455,-426.277,3,-426.2769462
4,1,0.9,9,-429.186,-426.007,3,-426.0079462
4,1,0.9,9.5,-428.991,-425.813,3,-425.8129462
4,1,0.9,10,-428.867,-425.689,3,-425.6889462
4,1,0.9,10.5,-428.808,-425.63,3,-425.6299462
4,1,0.9,11,-428.811,-425.632,3,-425.6329462
4,1,0.95,1.5,-447.1,-443.922,2,-444.6150934
4,1,0.95,2,-443.887,-440.709,2,-441.4020934
4,1,0.95,2.5,-441.576,-438.398,2,-439.0910934
4,1,0.95,3,-439.749,-436.571,2,-437.2640934
4,1,0.95,3.5,-438.249,-435.071,2,-435.7640934
4,1,0.95,4,-437.285,-434.107,3,-434.1069462
4,1,0.95,4.5,-435.886,-432.708,3,-432.7079462
4,1,0.95,5,-434.682,-431.504,3,-431.5039462
4,1,0.95,5.5,-433.648,-430.47,3,-430.4699462
4,1,0.95,6,-432.763,-429.585,3,-429.5849462
4,1,0.95,6.5,-432.008,-428.83,3,-428.8299462
4,1,0.95,7,-431.37,-428.192,3,-428.1919462
4,1,0.95,7.5,-430.838,-427.66,3,-427.6599462
4,1,0.95,8,-430.402,-427.224,3,-427.2239462
4,1,0.95,8.5,-430.054,-426.876,3,-426.8759462
4,1,0.95,9,-429.788,-426.61,3,-426.6099462
4,1,0.95,9.5,-429.597,-426.419,3,-426.4189462
4,1,0.95,10,-429.476,-426.298,3,-426.2979462
4,1,0.95,10.5,-429.421,-426.243,3,-426.2429462
4,1,0.95,11,-429.427,-426.249,3,-426.2489462
4,1,1,1.5,-447.629,-444.451,2,-445.1440934
4,1,1,2,-444.415,-441.237,2,-441.9300934
4,1,1,2.5,-442.103,-438.925,2,-439.6180934
4,1,1,3,-440.276,-437.098,2,-437.7910934
4,1,1,3.5,-438.776,-435.598,2,-436.2910934
4,1,1,4,-437.842,-434.664,3,-434.6639462
4,1,1,4.5,-436.451,-433.273,3,-433.2729462
4,1,1,5,-435.253,-432.075,3,-432.0749462
4,1,1,5.5,-434.224,-431.046,3,-431.0459462
4,1,1,6,-433.342,-430.164,3,-430.1639462
4,1,1,6.5,-432.591,-429.413,3,-429.4129462
4,1,1,7,-431.957,-428.779,3,-428.7789462
4,1,1,7.5,-431.429,-428.251,3,-428.2509462
4,1,1,8,-430.996,-427.818,3,-427.8179462
4,1,1,8.5,-430.652,-427.474,3,-427.4739462
4,1,1,9,-430.39,-427.211,3,-427.2119462
4,1,1,9.5,-430.202,-427.024,3,-427.0239462
4,1,1,10,-430.085,-426.907,3,-426.9069462
4,1,1,10.5,-430.033,-426.855,3,-426.8549462
4,1,1,11,-430.043,-426.865,3,-426.8649462
5,1,0.05,1.5,-444.459,-439.672,2,-441.4632677
5,1,0.05,2,-441.263,-436.476,2,-438.2672677
5,1,0.05,2.5,-440.712,-435.925,3,-436.6176554
5,1,0.05,3,-437.149,-432.361,2,-434.1532677
5,1,0.05,3.5,-436.093,-431.306,3,-431.9986554
5,1,0.05,4,-434.35,-429.563,3,-430.2556554
5,1,0.05,4.5,-432.874,-428.087,3,-428.7796554
5,1,0.05,5,-431.617,-426.829,3,-427.5226554
5,1,0.05,5.5,-430.544,-425.757,3,-426.4496554
5,1,0.05,6,-429.631,-424.844,3,-425.5366554
5,1,0.05,6.5,-428.858,-424.071,3,-424.7636554
5,1,0.05,7,-428.208,-423.42,3,-424.1136554
5,1,0.05,7.5,-427.668,-422.88,3,-423.5736554
5,1,0.05,8,-427.227,-422.439,3,-423.1326554
5,1,0.05,8.5,-426.876,-422.089,3,-422.7816554
5,1,0.05,9,-428.137,-423.349,4,-423.3495083
5,1,0.05,9.5,-426.416,-421.629,3,-422.3216554
5,1,0.05,10,-426.295,-421.507,3,-422.2006554
5,1,0.05,10.5,-426.239,-421.451,3,-422.1446554
5,1,0.05,11,-426.244,-421.456,3,-422.1496554
5,1,0.1,1.5,-443.865,-439.077,2,-440.8692677
5,1,0.1,2,-440.673,-435.885,2,-437.6772677
5,1,0.1,2.5,-438.38,-433.592,2,-435.3842677
5,1,0.1,3,-437.234,-432.447,3,-433.1396554
5,1,0.1,3.5,-435.076,-430.289,2,-432.0802677
5,1,0.1,4,-433.431,-428.644,3,-429.3366554
5,1,0.1,4.5,-431.964,-427.176,3,-427.8696554
5,1,0.1,5,-430.714,-425.926,3,-426.6196554
5,1,0.1,5.5,-429.648,-424.861,3,-425.5536554
5,1,0.1,6,-428.741,-423.953,3,-424.6466554
5,1,0.1,6.5,-427.971,-423.184,3,-423.8766554
5,1,0.1,7,-427.324,-422.537,3,-423.2296554
5,1,0.1,7.5,-426.787,-422,3,-422.6926554
5,1,0.1,8,-426.349,-421.562,3,-422.2546554
5,1,0.1,8.5,-426.001,-421.214,3,-421.9066554
5,1,0.1,9,-425.736,-420.949,3,-421.6416554
5,1,0.1,9.5,-425.547,-420.759,3,-421.4526554
5,1,0.1,10,-425.428,-420.641,3,-421.3336554
5,1,0.1,10.5,-425.489,-420.701,3,-421.3946554
5,1,0.1,11,-425.385,-420.597,3,-421.2906554
5,1,0.15,1.5,-443.835,-439.047,2,-440.8392677
5,1,0.15,2,-442.825,-438.037,3,-438.7306554
5,1,0.15,2.5,-439.627,-434.84,3,-435.5326554
5,1,0.15,3,-436.546,-431.759,2,-433.5502677
5,1,0.15,3.5,-435.053,-430.266,3,-430.9586554
5,1,0.15,4,-433.329,-428.541,3,-429.2346554
5,1,0.15,4.5,-431.869,-427.081,3,-427.7746554
5,1,0.15,5,-430.626,-425.838,3,-426.5316554
5,1,0.15,5.5,-429.565,-424.778,3,-425.4706554
5,1,0.15,6,-428.663,-423.875,3,-424.5686554
5,1,0.15,6.5,-427.897,-423.11,3,-423.8026554
5,1,0.15,7,-427.254,-422.467,3,-423.1596554
5,1,0.15,7.5,-426.72,-421.933,3,-422.6256554
5,1,0.15,8,-426.285,-421.498,3,-422.1906554
5,1,0.15,8.5,-425.941,-421.153,3,-421.8466554
5,1,0.15,9,-425.679,-420.891,3,-421.5846554
5,1,0.15,9.5,-425.493,-420.705,3,-421.3986554
5,1,0.15,10,-425.399,-420.611,3,-421.3046554
5,1,0.15,10.5,-425.293,-420.505,3,-421.1986554
5,1,0.15,11,-425.244,-420.457,3,-421.1496554
5,1,0.2,1.5,-444.029,-439.242,2,-441.0332677
5,1,0.2,2,-442.993,-438.205,3,-438.8986554
5,1,0.2,2.5,-439.808,-435.021,3,-435.7136554
5,1,0.2,3,-437.305,-432.517,3,-433.2106554
5,1,0.2,3.5,-435.253,-430.466,3,-431.1586554
5,1,0.2,4,-433.536,-428.749,3,-429.4416554
5,1,0.2,4.5,-432.083,-427.295,3,-427.9886554
5,1,0.2,5,-430.845,-426.058,3,-426.7506554
5,1,0.2,5.5,-429.79,-425.002,3,-425.6956554
5,1,0.2,6,-428.891,-424.103,3,-424.7966554
5,1,0.2,6.5,-428.129,-423.342,3,-424.0346554
5,1,0.2,7,-427.49,-422.702,3,-423.3956554
5,1,0.2,7.5,-426.959,-422.171,3,-422.8646554
5,1,0.2,8,-426.527,-421.739,3,-422.4326554
5,1,0.2,8.5,-426.184,-421.397,3,-422.0896554
5,1,0.2,9,-425.924,-421.136,3,-421.8296554
5,1,0.2,9.5,-425.696,-420.908,3,-421.6016554
5,1,0.2,10,-425.528,-420.74,3,-421.4336554
5,1,0.2,10.5,-428.737,-423.95,4,-423.9495083
5,1,0.2,11,-425.377,-420.589,3,-421.2826554
5,1,0.25,1.5,-447.791,-443.003,3,-443.6966554
5,1,0.25,2,-441.154,-436.366,2,-438.1582677
5,1,0.25,2.5,-440.144,-435.356,3,-436.0496554
5,1,0.25,3,-437.649,-432.862,3,-433.5546554
5,1,0.25,3.5,-435.605,-430.818,3,-431.5106554
5,1,0.25,4,-433.895,-429.108,3,-429.8006554
5,1,0.25,4.5,-432.447,-427.66,3,-428.3526554
5,1,0.25,5,-431.214,-426.426,3,-427.1196554
5,1,0.25,5.5,-430.162,-425.375,3,-426.0676554
5,1,0.25,6,-429.267,-424.479,3,-425.1726554
5,1,0.25,6.5,-428.508,-423.72,3,-424.4136554
5,1,0.25,7,-427.87,-423.082,3,-423.7756554
5,1,0.25,7.5,-427.34,-422.552,3,-423.2456554
5,1,0.25,8,-426.908,-422.121,3,-422.8136554
5,1,0.25,8.5,-426.528,-421.741,3,-422.4336554
5,1,0.25,9,-426.223,-421.436,3,-422.1286554
5,1,0.25,9.5,-425.989,-421.202,3,-421.8946554
5,1,0.25,10,-425.823,-421.035,3,-421.7286554
5,1,0.25,10.5,-425.72,-420.932,3,-421.6256554
5,1,0.25,11,-425.676,-420.889,3,-421.5816554
5,1,0.3,1.5,-444.724,-439.936,2,-441.7282677
5,1,0.3,2,-443.727,-438.939,3,-439.6326554
5,1,0.3,2.5,-440.565,-435.777,3,-436.4706554
5,1,0.3,3,-437.436,-432.648,2,-434.4402677
5,1,0.3,3.5,-436.041,-431.254,3,-431.9466554
5,1,0.3,4,-434.336,-429.549,3,-430.2416554
5,1,0.3,4.5,-432.892,-428.105,3,-428.7976554
5,1,0.3,5,-431.662,-426.875,3,-427.5676554
5,1,0.3,5.5,-430.613,-425.826,3,-426.5186554
5,1,0.3,6,-429.719,-424.931,3,-425.6246554
5,1,0.3,6.5,-428.96,-424.172,3,-424.8656554
5,1,0.3,7,-428.318,-423.531,3,-424.2236554
5,1,0.3,7.5,-427.767,-422.979,3,-423.6726554
5,1,0.3,8,-427.3,-422.512,3,-423.2056554
5,1,0.3,8.5,-426.916,-422.129,3,-422.8216554
5,1,0.3,9,-426.611,-421.823,3,-422.5166554
5,1,0.3,9.5,-426.378,-421.59,3,-422.2836554
5,1,0.3,10,-426.214,-421.426,3,-422.1196554
5,1,0.3,10.5,-426.113,-421.326,3,-422.0186554
5,1,0.3,11,-426.073,-421.286,3,-421.9786554
5,1,0.35,1.5,-445.153,-440.365,2,-442.1572677
5,1,0.35,2,-441.959,-437.171,2,-438.9632677
5,1,0.35,2.5,-441.036,-436.248,3,-436.9416554
5,1,0.35,3,-438.557,-433.77,3,-434.4626554
5,1,0.35,3.5,-436.525,-431.738,3,-432.4306554
5,1,0.35,4,-434.824,-430.036,3,-430.7296554
5,1,0.35,4.5,-433.383,-428.595,3,-429.2886554
5,1,0.35,5,-432.154,-427.367,3,-428.0596554
5,1,0.35,5.5,-431.104,-426.317,3,-427.0096554
5,1,0.35,6,-430.207,-425.419,3,-426.1126554
5,1,0.35,6.5,-429.437,-424.649,3,-425.3426554
5,1,0.35,7,-428.776,-423.989,3,-424.6816554
5,1,0.35,7.5,-428.215,-423.427,3,-424.1206554
5,1,0.35,8,-427.746,-422.958,3,-423.6516554
5,1,0.35,8.5,-427.362,-422.575,3,-423.2676554
5,1,0.35,9,-427.058,-422.27,3,-422.9636554
5,1,0.35,9.5,-426.827,-422.04,3,-422.7326554
5,1,0.35,10,-426.665,-421.878,3,-422.5706554
5,1,0.35,10.5,-426.568,-421.78,3,-422.4736554
5,1,0.35,11,-426.531,-421.744,3,-422.4366554
5,1,0.4,1.5,-445.613,-440.825,2,-442.6172677
5,1,0.4,2,-444.669,-439.882,3,-440.5746554
5,1,0.4,2.5,-441.535,-436.747,3,-437.4406554
5,1,0.4,3,-439.064,-434.276,3,-434.9696554
5,1,0.4,3.5,-437.037,-432.249,3,-432.9426554
5,1,0.4,4,-435.338,-430.55,3,-431.2436554
5,1,0.4,4.5,-433.897,-429.11,3,-429.8026554
5,1,0.4,5,-432.668,-427.88,3,-428.5736554
5,1,0.4,5.5,-431.613,-426.826,3,-427.5186554
5,1,0.4,6,-430.707,-425.919,3,-426.6126554
5,1,0.4,6.5,-429.928,-425.14,3,-425.8336554
5,1,0.4,7,-429.262,-424.474,3,-425.1676554
5,1,0.4,7.5,-428.699,-423.911,3,-424.6046554
5,1,0.4,8,-428.23,-423.443,3,-424.1356554
5,1,0.4,8.5,-427.848,-423.06,3,-423.7536554
5,1,0.4,9,-427.545,-422.758,3,-423.4506554
5,1,0.4,9.5,-427.317,-422.529,3,-423.2226554
5,1,0.4,10,-427.158,-422.37,3,-423.0636554
5,1,0.4,10.5,-427.064,-422.276,3,-422.9696554
5,1,0.4,11,-427.03,-422.242,3,-422.9356554
5,1,0.45,1.5,-446.095,-441.307,2,-443.0992677
5,1,0.45,2,-442.89,-438.102,2,-439.8942677
5,1,0.45,2.5,-442.05,-437.262,3,-437.9556554
5,1,0.45,3,-439.587,-434.799,3,-435.4926554
5,1,0.45,3.5,-437.564,-432.776,3,-433.4696554
5,1,0.45,4,-435.866,-431.079,3,-431.7716554
5,1,0.45,4.5,-434.425,-429.638,3,-430.3306554
5,1,0.45,5,-433.192,-428.404,3,-429.0976554
5,1,0.45,5.5,-432.132,-427.345,3,-428.0376554
5,1,0.45,6,-431.221,-426.433,3,-427.1266554
5,1,0.45,6.5,-430.439,-425.651,3,-426.3446554
5,1,0.45,7,-429.772,-424.985,3,-425.6776554
5,1,0.45,7.5,-429.209,-424.422,3,-425.1146554
5,1,0.45,8,-428.742,-423.954,3,-424.6476554
5,1,0.45,8.5,-428.361,-423.574,3,-424.2666554
5,1,0.45,9,-428.061,-423.273,3,-423.9666554
5,1,0.45,9.5,-427.835,-423.048,3,-423.7406554
5,1,0.45,10,-427.679,-422.892,3,-423.5846554
5,1,0.45,10.5,-427.588,-422.801,3,-423.4936554
5,1,0.45,11,-427.558,-422.77,3,-423.4636554
5,1,0.5,1.5,-446.593,-441.805,2,-443.5972677
5,1,0.5,2,-443.382,-438.594,2,-440.3862677
5,1,0.5,2.5,-442.571,-437.783,3,-438.4766554
5,1,0.5,3,-440.119,-435.332,3,-436.0246554
5,1,0.5,3.5,-438.1,-433.312,3,-434.0056554
5,1,0.5,4,-436.403,-431.616,3,-432.3086554
5,1,0.5,4.5,-434.961,-430.173,3,-430.8666554
5,1,0.5,5,-433.725,-428.938,3,-429.6306554
5,1,0.5,5.5,-432.663,-427.876,3,-428.5686554
5,1,0.5,6,-431.75,-426.962,3,-427.6556554
5,1,0.5,6.5,-430.967,-426.18,3,-426.8726554
5,1,0.5,7,-430.301,-425.513,3,-426.2066554
5,1,0.5,7.5,-429.739,-424.952,3,-425.6446554
5,1,0.5,8,-429.273,-424.486,3,-425.1786554
5,1,0.5,8.5,-428.895,-424.108,3,-424.8006554
5,1,0.5,9,-428.597,-423.81,3,-424.5026554
5,1,0.5,9.5,-428.375,-423.587,3,-424.2806554
5,1,0.5,10,-428.222,-423.434,3,-424.1276554
5,1,0.5,10.5,-428.134,-423.346,3,-424.0396554
5,1,0.5,11,-428.107,-423.319,3,-424.0126554
5,1,0.55,1.5,-447.102,-442.314,2,-444.1062677
5,1,0.55,2,-443.885,-439.097,2,-440.8892677
5,1,0.55,2.5,-441.569,-436.782,2,-438.5732677
5,1,0.55,3,-440.656,-435.868,3,-436.5616554
5,1,0.55,3.5,-438.641,-433.854,3,-434.5466554
5,1,0.55,4,-436.946,-432.159,3,-432.8516554
5,1,0.55,4.5,-435.503,-430.716,3,-431.4086554
5,1,0.55,5,-434.267,-429.48,3,-430.1726554
5,1,0.55,5.5,-433.204,-428.417,3,-429.1096554
5,1,0.55,6,-432.291,-427.503,3,-428.1966554
5,1,0.55,6.5,-431.509,-426.721,3,-427.4146554
5,1,0.55,7,-430.844,-426.056,3,-426.7496554
5,1,0.55,7.5,-430.284,-425.496,3,-426.1896554
5,1,0.55,8,-429.82,-425.033,3,-425.7256554
5,1,0.55,8.5,-429.444,-424.657,3,-425.3496554
5,1,0.55,9,-429.149,-424.362,3,-425.0546554
5,1,0.55,9.5,-428.929,-424.142,3,-424.8346554
5,1,0.55,10,-428.779,-423.992,3,-424.6846554
5,1,0.55,10.5,-428.695,-423.907,3,-424.6006554
5,1,0.55,11,-428.671,-423.884,3,-424.5766554
5,1,0.6,1.5,-447.619,-442.832,2,-444.6232677
5,1,0.6,2,-444.396,-439.609,2,-441.4002677
5,1,0.6,2.5,-442.075,-437.288,2,-439.0792677
5,1,0.6,3,-441.194,-436.407,3,-437.0996554
5,1,0.6,3.5,-438.729,-433.942,2,-435.7332677
5,1,0.6,4,-437.494,-432.706,3,-433.3996554
5,1,0.6,4.5,-436.052,-431.264,3,-431.9576554
5,1,0.6,5,-434.816,-430.028,3,-430.7216554
5,1,0.6,5.5,-433.753,-428.966,3,-429.6586554
5,1,0.6,6,-432.841,-428.053,3,-428.7466554
5,1,0.6,6.5,-432.06,-427.273,3,-427.9656554
5,1,0.6,7,-431.397,-426.609,3,-427.3026554
5,1,0.6,7.5,-430.839,-426.052,3,-426.7446554
5,1,0.6,8,-430.378,-425.59,3,-426.2836554
5,1,0.6,8.5,-430.004,-425.217,3,-425.9096554
5,1,0.6,9,-429.712,-424.925,3,-425.6176554
5,1,0.6,9.5,-429.496,-424.708,3,-425.4016554
5,1,0.6,10,-429.349,-424.561,3,-425.2546554
5,1,0.6,10.5,-429.267,-424.48,3,-425.1726554
5,1,0.6,11,-429.247,-424.46,3,-425.1526554
5,1,0.65,1.5,-448.142,-443.354,2,-445.1462677
5,1,0.65,2,-444.914,-440.126,2,-441.9182677
5,1,0.65,2.5,-442.587,-437.8,2,-439.5912677
5,1,0.65,3,-441.731,-436.943,3,-437.6366554
5,1,0.65,3.5,-439.734,-434.946,3,-435.6396554
5,1,0.65,4,-438.044,-433.257,3,-433.9496554
5,1,0.65,4.5,-436.605,-431.817,3,-432.5106554
5,1,0.65,5,-435.37,-430.582,3,-431.2756554
5,1,0.65,5.5,-434.309,-429.521,3,-430.2146554
5,1,0.65,6,-433.398,-428.61,3,-429.3036554
5,1,0.65,6.5,-432.619,-427.831,3,-428.5246554
5,1,0.65,7,-431.958,-427.17,3,-427.8636554
5,1,0.65,7.5,-431.402,-426.615,3,-427.3076554
5,1,0.65,8,-430.944,-426.156,3,-426.8496554
5,1,0.65,8.5,-430.573,-425.786,3,-426.4786554
5,1,0.65,9,-430.284,-425.497,3,-426.1896554
5,1,0.65,9.5,-430.07,-425.283,3,-425.9756554
5,1,0.65,10,-429.927,-425.139,3,-425.8326554
5,1,0.65,10.5,-429.849,-425.061,3,-425.7546554
5,1,0.65,11,-429.832,-425.045,3,-425.7376554
5,1,0.7,1.5,-448.669,-443.881,2,-445.6732677
5,1,0.7,2,-445.435,-440.648,2,-442.4392677
5,1,0.7,2.5,-443.104,-438.316,2,-440.1082677
5,1,0.7,3,-441.258,-436.47,2,-438.2622677
5,1,0.7,3.5,-440.282,-435.494,3,-436.1876554
5,1,0.7,4,-438.598,-433.81,3,-434.5036554
5,1,0.7,4.5,-437.16,-432.373,3,-433.0656554
5,1,0.7,5,-435.928,-431.14,3,-431.8336554
5,1,0.7,5.5,-434.869,-430.081,3,-430.7746554
5,1,0.7,6,-433.96,-429.172,3,-429.8656554
5,1,0.7,6.5,-433.183,-428.396,3,-429.0886554
5,1,0.7,7,-432.524,-427.737,3,-428.4296554
5,1,0.7,7.5,-431.972,-427.184,3,-427.8776554
5,1,0.7,8,-431.516,-426.728,3,-427.4216554
5,1,0.7,8.5,-431.148,-426.361,3,-427.0536554
5,1,0.7,9,-430.862,-426.075,3,-426.7676554
5,1,0.7,9.5,-430.651,-425.864,3,-426.5566554
5,1,0.7,10,-430.511,-425.724,3,-426.4166554
5,1,0.7,10.5,-430.436,-425.649,3,-426.3416554
5,1,0.7,11,-430.423,-425.636,3,-426.3286554
5,1,0.75,1.5,-449.198,-444.41,2,-446.2022677
5,1,0.75,2,-445.96,-441.172,2,-442.9642677
5,1,0.75,2.5,-443.624,-438.836,2,-440.6282677
5,1,0.75,3,-441.773,-436.986,2,-438.7772677
5,1,0.75,3.5,-440.252,-435.464,2,-437.2562677
5,1,0.75,4,-438.975,-434.188,2,-435.9792677
5,1,0.75,4.5,-437.718,-432.931,3,-433.6236554
5,1,0.75,5,-436.488,-431.701,3,-432.3936554
5,1,0.75,5.5,-435.432,-430.644,3,-431.3376554
5,1,0.75,6,-434.525,-429.738,3,-430.4306554
5,1,0.75,6.5,-433.751,-428.963,3,-429.6566554
5,1,0.75,7,-433.095,-428.307,3,-429.0006554
5,1,0.75,7.5,-432.545,-427.757,3,-428.4506554
5,1,0.75,8,-432.092,-427.304,3,-427.9976554
5,1,0.75,8.5,-431.727,-426.94,3,-427.6326554
5,1,0.75,9,-431.444,-426.657,3,-427.3496554
5,1,0.75,9.5,-431.237,-426.45,3,-427.1426554
5,1,0.75,10,-431.1,-426.312,3,-427.0056554
5,1,0.75,10.5,-431.029,-426.241,3,-426.9346554
5,1,0.75,11,-431.019,-426.231,3,-426.9246554
5,1,0.8,1.5,-449.728,-444.941,2,-446.7322677
5,1,0.8,2,-446.486,-441.698,2,-443.4902677
5,1,0.8,2.5,-444.145,-439.358,2,-441.1492677
5,1,0.8,3,-442.292,-437.504,2,-439.2962677
5,1,0.8,3.5,-440.766,-435.979,2,-437.7702677
5,1,0.8,4,-439.706,-434.919,3,-435.6116554
5,1,0.8,4.5,-438.277,-433.489,3,-434.1826554
5,1,0.8,5,-437.05,-432.263,3,-432.9556554
5,1,0.8,5.5,-435.996,-431.209,3,-431.9016554
5,1,0.8,6,-435.093,-430.305,3,-430.9986554
5,1,0.8,6.5,-434.321,-429.534,3,-430.2266554
5,1,0.8,7,-433.668,-428.88,3,-429.5736554
5,1,0.8,7.5,-433.121,-428.333,3,-429.0266554
5,1,0.8,8,-432.671,-427.883,3,-428.5766554
5,1,0.8,8.5,-432.309,-427.522,3,-428.2146554
5,1,0.8,9,-432.03,-427.242,3,-427.9356554
5,1,0.8,9.5,-431.826,-427.038,3,-427.7316554
5,1,0.8,10,-431.692,-426.904,3,-427.5976554
5,1,0.8,10.5,-431.624,-426.836,3,-427.5296554
5,1,0.8,11,-431.617,-426.83,3,-427.5226554
5,1,0.85,1.5,-450.259,-445.472,2,-447.2632677
5,1,0.85,2,-447.013,-442.225,2,-444.0172677
5,1,0.85,2.5,-444.669,-439.881,2,-441.6732677
5,1,0.85,3,-442.811,-438.024,2,-439.8152677
5,1,0.85,3.5,-441.283,-436.495,2,-438.2872677
5,1,0.85,4,-440,-435.212,2,-437.0042677
5,1,0.85,4.5,-438.835,-434.048,3,-434.7406554
5,1,0.85,5,-437.612,-432.825,3,-433.5176554
5,1,0.85,5.5,-436.562,-431.774,3,-432.4676554
5,1,0.85,6,-435.661,-430.874,3,-431.5666554
5,1,0.85,6.5,-434.893,-430.105,3,-430.7986554
5,1,0.85,7,-434.242,-429.455,3,-430.1476554
5,1,0.85,7.5,-433.699,-428.911,3,-429.6046554
5,1,0.85,8,-433.252,-428.464,3,-429.1576554
5,1,0.85,8.5,-432.893,-428.106,3,-428.7986554
5,1,0.85,9,-432.617,-427.829,3,-428.5226554
5,1,0.85,9.5,-432.416,-427.629,3,-428.3216554
5,1,0.85,10,-432.286,-427.498,3,-428.1916554
5,1,0.85,10.5,-432.221,-427.433,3,-428.1266554
5,1,0.85,11,-432.218,-427.431,3,-428.1236554
5,1,0.9,1.5,-450.79,-446.002,2,-447.7942677
5,1,0.9,2,-447.54,-442.752,2,-444.5442677
5,1,0.9,2.5,-445.192,-440.405,2,-442.1962677
5,1,0.9,3,-443.332,-438.544,2,-440.3362677
5,1,0.9,3.5,-441.801,-437.013,2,-438.8052677
5,1,0.9,4,-440.811,-436.023,3,-436.7166554
5,1,0.9,4.5,-439.393,-434.606,3,-435.2986554
5,1,0.9,5,-438.174,-433.387,3,-434.0796554
5,1,0.9,5.5,-437.127,-432.34,3,-433.0326554
5,1,0.9,6,-436.23,-431.442,3,-432.1356554
5,1,0.9,6.5,-435.465,-430.677,3,-431.3706554
5,1,0.9,7,-434.818,-430.03,3,-430.7236554
5,1,0.9,7.5,-434.277,-429.489,3,-430.1826554
5,1,0.9,8,-433.833,-429.046,3,-429.7386554
5,1,0.9,8.5,-433.478,-428.691,3,-429.3836554
5,1,0.9,9,-433.205,-428.417,3,-429.1106554
5,1,0.9,9.5,-433.007,-428.22,3,-428.9126554
5,1,0.9,10,-432.88,-428.093,3,-428.7856554
5,1,0.9,10.5,-432.819,-428.032,3,-428.7246554
5,1,0.9,11,-432.82,-428.032,3,-428.7256554
5,1,0.95,1.5,-451.319,-446.531,2,-448.3232677
5,1,0.95,2,-448.066,-443.278,2,-445.0702677
5,1,0.95,2.5,-445.715,-440.928,2,-442.7192677
5,1,0.95,3,-443.853,-439.065,2,-440.8572677
5,1,0.95,3.5,-442.319,-437.531,2,-439.3232677
5,1,0.95,4,-441.03,-436.243,2,-438.0342677
5,1,0.95,4.5,-439.949,-435.162,3,-435.8546554
5,1,0.95,5,-438.735,-433.948,3,-434.6406554
5,1,0.95,5.5,-437.692,-432.905,3,-433.5976554
5,1,0.95,6,-436.798,-432.011,3,-432.7036554
5,1,0.95,6.5,-436.036,-431.249,3,-431.9416554
5,1,0.95,7,-435.393,-430.605,3,-431.2986554
5,1,0.95,7.5,-434.855,-430.068,3,-430.7606554
5,1,0.95,8,-434.415,-429.627,3,-430.3206554
5,1,0.95,8.5,-434.063,-429.275,3,-429.9686554
5,1,0.95,9,-433.793,-429.006,3,-429.6986554
5,1,0.95,9.5,-433.599,-428.811,3,-429.5046554
5,1,0.95,10,-433.475,-428.688,3,-429.3806554
5,1,0.95,10.5,-433.417,-428.63,3,-429.3226554
5,1,0.95,11,-433.421,-428.634,3,-429.3266554
5,1,1,1.5,-451.847,-447.059,2,-448.8512677
5,1,1,2,-448.591,-443.804,2,-445.5952677
5,1,1,2.5,-446.238,-441.45,2,-443.2422677
5,1,1,3,-444.373,-439.585,2,-441.3772677
5,1,1,3.5,-442.837,-438.05,2,-439.8412677
5,1,1,4,-441.547,-436.759,2,-438.5512677
5,1,1,4.5,-440.448,-435.66,2,-437.4522677
5,1,1,5,-439.295,-434.507,3,-435.2006554
5,1,1,5.5,-438.256,-433.468,3,-434.1616554
5,1,1,6,-437.366,-432.578,3,-433.2716554
5,1,1,6.5,-436.607,-431.82,3,-432.5126554
5,1,1,7,-435.967,-431.179,3,-431.8726554
5,1,1,7.5,-435.433,-430.645,3,-431.3386554
5,1,1,8,-434.996,-430.208,3,-430.9016554
5,1,1,8.5,-434.647,-429.86,3,-430.5526554
5,1,1,9,-434.381,-429.593,3,-430.2866554
5,1,1,9.5,-434.19,-429.402,3,-430.0956554
