K,alpha,beta,nu,max_L,p(D|K),n_comp,new p(D|K)
6,0.001,0.55,5.5,-435.737,-429.158,3,-430.9495083
6,0.001,0.55,6,-427.639,-421.06,2,-424.2378026
6,0.001,0.55,6.5,-434.084,-427.505,3,-429.2965083
6,0.001,0.55,7,-433.433,-426.854,3,-428.6455083
6,0.001,0.55,7.5,-432.885,-426.306,3,-428.0975083
6,0.001,0.55,8,-432.43,-425.851,3,-427.6425083
6,0.001,0.55,8.5,-426.063,-419.484,2,-422.6618026
6,0.001,0.55,9,-431.773,-425.194,3,-426.9855083
6,0.001,0.55,9.5,-431.558,-424.978,3,-426.7705083
6,0.001,0.55,10,-431.411,-424.832,3,-426.6235083
6,0.001,0.55,10.5,-431.329,-424.75,3,-426.5415083
6,0.001,0.55,11,-431.308,-424.728,3,-426.5205083
6,0.001,0.6,1.5,-441.223,-434.643,2,-437.8218026
6,0.001,0.6,2,-438.067,-431.488,2,-434.6658026
6,0.001,0.6,2.5,-435.81,-429.231,2,-432.4088026
6,0.001,0.6,3,-434.033,-427.454,2,-430.6318026
6,0.001,0.6,3.5,-432.579,-426,2,-429.1778026
6,0.001,0.6,4,-431.369,-424.79,2,-427.9678026
6,0.001,0.6,4.5,-430.354,-423.774,2,-426.9528026
6,0.001,0.6,5,-429.5,-422.921,2,-426.0988026
6,0.001,0.6,5.5,-428.785,-422.206,2,-425.3838026
6,0.001,0.6,6,-428.191,-421.612,2,-424.7898026
6,0.001,0.6,6.5,-434.655,-428.076,3,-429.8675083
6,0.001,0.6,7,-434.009,-427.43,3,-429.2215083
6,0.001,0.6,7.5,-433.465,-426.886,3,-428.6775083
6,0.001,0.6,8,-433.015,-426.436,3,-428.2275083
6,0.001,0.6,8.5,-432.651,-426.071,3,-427.8635083
6,0.001,0.6,9,-432.366,-425.787,3,-427.5785083
6,0.001,0.6,9.5,-432.155,-425.576,3,-427.3675083
6,0.001,0.6,10,-432.013,-425.433,3,-427.2255083
6,0.001,0.6,10.5,-431.935,-425.356,3,-427.1475083
6,0.001,0.6,11,-431.918,-425.338,3,-427.1305083
6,0.001,0.65,1.5,-441.749,-435.17,2,-438.3478026
6,0.001,0.65,2,-438.597,-432.017,2,-435.1958026
6,0.001,0.65,2.5,-436.343,-429.764,2,-432.9418026
6,0.001,0.65,3,-434.569,-427.99,2,-431.1678026
6,0.001,0.65,3.5,-433.119,-426.54,2,-429.7178026
6,0.001,0.65,4,-431.912,-425.333,2,-428.5108026
6,0.001,0.65,4.5,-430.9,-424.321,2,-427.4988026
6,0.001,0.65,5,-430.05,-423.471,2,-426.6488026
6,0.001,0.65,5.5,-436.86,-430.281,3,-432.0725083
6,0.001,0.65,6,-435.986,-429.407,3,-431.1985083
6,0.001,0.65,6.5,-428.264,-421.685,2,-424.8628026
6,0.001,0.65,7,-434.592,-428.013,3,-429.8045083
6,0.001,0.65,7.5,-434.053,-427.474,3,-429.2655083
6,0.001,0.65,8,-433.607,-427.028,3,-428.8195083
6,0.001,0.65,8.5,-433.247,-426.668,3,-428.4595083
6,0.001,0.65,9,-432.967,-426.388,3,-428.1795083
6,0.001,0.65,9.5,-432.76,-426.181,3,-427.9725083
6,0.001,0.65,10,-432.622,-426.043,3,-427.8345083
6,0.001,0.65,10.5,-432.549,-425.969,3,-427.7615083
6,0.001,0.65,11,-432.535,-425.956,3,-427.7475083
6,0.001,0.7,1.5,-442.279,-435.7,2,-438.8778026
6,0.001,0.7,2,-439.13,-432.551,2,-435.7288026
6,0.001,0.7,2.5,-436.88,-430.301,2,-433.4788026
6,0.001,0.7,3,-435.109,-428.53,2,-431.7078026
6,0.001,0.7,3.5,-433.663,-427.083,2,-430.2618026
6,0.001,0.7,4,-432.459,-425.88,2,-429.0578026
6,0.001,0.7,4.5,-431.451,-424.871,2,-428.0498026
6,0.001,0.7,5,-430.604,-424.025,2,-427.2028026
6,0.001,0.7,5.5,-437.426,-430.846,3,-432.6385083
6,0.001,0.7,6,-429.308,-422.729,2,-425.9068026
6,0.001,0.7,6.5,-435.816,-429.237,3,-431.0285083
6,0.001,0.7,7,-435.18,-428.601,3,-430.3925083
6,0.001,0.7,7.5,-434.646,-428.067,3,-429.8585083
6,0.001,0.7,8,-434.205,-427.625,3,-429.4175083
6,0.001,0.7,8.5,-433.849,-427.27,3,-429.0615083
6,0.001,0.7,9,-433.573,-426.994,3,-428.7855083
6,0.001,0.7,9.5,-433.37,-426.791,3,-428.5825083
6,0.001,0.7,10,-433.237,-426.657,3,-428.4495083
6,0.001,0.7,10.5,-433.167,-426.588,3,-428.3795083
6,0.001,0.7,11,-433.158,-426.579,3,-428.3705083
6,0.001,0.75,1.5,-442.811,-436.232,2,-439.4098026
6,0.001,0.75,2,-439.666,-433.086,2,-436.2648026
6,0.001,0.75,2.5,-437.419,-430.84,2,-434.0178026
6,0.001,0.75,3,-435.652,-429.072,2,-432.2508026
6,0.001,0.75,3.5,-434.208,-427.629,2,-430.8068026
6,0.001,0.75,4,-433.008,-426.429,2,-429.6068026
6,0.001,0.75,4.5,-432.003,-425.423,2,-428.6018026
6,0.001,0.75,5,-431.159,-424.58,2,-427.7578026
6,0.001,0.75,5.5,-430.454,-423.875,2,-427.0528026
6,0.001,0.75,6,-437.14,-430.561,3,-432.3525083
6,0.001,0.75,6.5,-429.393,-422.814,2,-425.9918026
6,0.001,0.75,7,-435.771,-429.192,3,-430.9835083
6,0.001,0.75,7.5,-435.242,-428.662,3,-430.4545083
6,0.001,0.75,8,-434.805,-428.226,3,-430.0175083
6,0.001,0.75,8.5,-434.454,-427.875,3,-429.6665083
6,0.001,0.75,9,-434.182,-427.603,3,-429.3945083
6,0.001,0.75,9.5,-428.275,-421.696,2,-424.8738026
6,0.001,0.75,10,-433.855,-427.275,3,-429.0675083
6,0.001,0.75,10.5,-433.789,-427.21,3,-429.0015083
6,0.001,0.75,11,-428.579,-422,2,-425.1778026
6,0.001,0.8,1.5,-443.345,-436.766,2,-439.9438026
6,0.001,0.8,2,-440.202,-433.623,2,-436.8008026
6,0.001,0.8,2.5,-437.959,-431.38,2,-434.5578026
6,0.001,0.8,3,-436.195,-429.616,2,-432.7938026
6,0.001,0.8,3.5,-434.755,-428.175,2,-431.3538026
6,0.001,0.8,4,-433.558,-426.979,2,-430.1568026
6,0.001,0.8,4.5,-432.556,-425.977,2,-429.1548026
6,0.001,0.8,5,-431.716,-425.136,2,-428.3148026
6,0.001,0.8,5.5,-431.014,-424.435,2,-427.6128026
6,0.001,0.8,6,-437.718,-431.139,3,-432.9305083
6,0.001,0.8,6.5,-436.987,-430.408,3,-432.1995083
6,0.001,0.8,7,-436.363,-429.784,3,-431.5755083
6,0.001,0.8,7.5,-435.839,-429.26,3,-431.0515083
6,0.001,0.8,8,-435.407,-428.828,3,-430.6195083
6,0.001,0.8,8.5,-428.94,-422.361,2,-425.5388026
6,0.001,0.8,9,-434.793,-428.214,3,-430.0055083
6,0.001,0.8,9.5,-434.6,-428.02,3,-429.8125083
6,0.001,0.8,10,-434.474,-427.895,3,-429.6865083
6,0.001,0.8,10.5,-434.413,-427.834,3,-429.6255083
6,0.001,0.8,11,-434.412,-427.833,3,-429.6245083
6,0.001,0.85,1.5,-443.878,-437.299,2,-440.4768026
6,0.001,0.85,2,-440.739,-434.16,2,-437.3378026
6,0.001,0.85,2.5,-438.499,-431.92,2,-435.0978026
6,0.001,0.85,3,-436.738,-430.159,2,-433.3368026
6,0.001,0.85,3.5,-435.301,-428.722,2,-431.8998026
6,0.001,0.85,4,-434.108,-427.528,2,-430.7068026
6,0.001,0.85,4.5,-433.109,-426.53,2,-429.7078026
6,0.001,0.85,5,-432.272,-425.693,2,-428.8708026
6,0.001,0.85,5.5,-431.574,-424.994,2,-428.1728026
6,0.001,0.85,6,-438.296,-431.717,3,-433.5085083
6,0.001,0.85,6.5,-437.573,-430.994,3,-432.7855083
6,0.001,0.85,7,-436.955,-430.376,3,-432.1675083
6,0.001,0.85,7.5,-436.437,-429.858,3,-431.6495083
6,0.001,0.85,8,-436.01,-429.431,3,-431.2225083
6,0.001,0.85,8.5,-435.668,-429.089,3,-430.8805083
6,0.001,0.85,9,-435.405,-428.826,3,-430.6175083
6,0.001,0.85,9.5,-435.216,-428.636,3,-430.4285083
6,0.001,0.85,10,-435.094,-428.515,3,-430.3065083
6,0.001,0.85,10.5,-435.037,-428.458,3,-430.2495083
6,0.001,0.85,11,-435.041,-428.462,3,-430.2535083
6,0.001,0.9,1.5,-444.411,-437.832,2,-441.0098026
6,0.001,0.9,2,-441.275,-434.696,2,-437.8738026
6,0.001,0.9,2.5,-439.039,-432.459,2,-435.6378026
6,0.001,0.9,3,-437.281,-430.702,2,-433.8798026
6,0.001,0.9,3.5,-435.847,-429.268,2,-432.4458026
6,0.001,0.9,4,-434.657,-428.077,2,-431.2558026
6,0.001,0.9,4.5,-433.661,-427.082,2,-430.2598026
6,0.001,0.9,5,-432.828,-426.248,2,-429.4268026
6,0.001,0.9,5.5,-432.132,-425.553,2,-428.7308026
6,0.001,0.9,6,-431.558,-424.979,2,-428.1568026
6,0.001,0.9,6.5,-438.158,-431.579,3,-433.3705083
6,0.001,0.9,7,-437.547,-430.968,3,-432.7595083
6,0.001,0.9,7.5,-437.034,-430.455,3,-432.2465083
6,0.001,0.9,8,-430.229,-423.65,2,-426.8278026
6,0.001,0.9,8.5,-436.275,-429.696,3,-431.4875083
6,0.001,0.9,9,-436.017,-429.437,3,-431.2295083
6,0.001,0.9,9.5,-435.831,-429.252,3,-431.0435083
6,0.001,0.9,10,-435.714,-429.135,3,-430.9265083
6,0.001,0.9,10.5,-435.662,-429.082,3,-430.8745083
6,0.001,0.9,11,-430.363,-423.784,2,-426.9618026
6,0.001,0.95,1.5,-444.943,-438.364,2,-441.5418026
6,0.001,0.95,2,-441.811,-435.231,2,-438.4098026
6,0.001,0.95,2.5,-439.577,-432.998,2,-436.1758026
6,0.001,0.95,3,-437.822,-431.243,2,-434.4208026
6,0.001,0.95,3.5,-436.392,-429.812,2,-432.9908026
6,0.001,0.95,4,-435.205,-428.625,2,-431.8038026
6,0.001,0.95,4.5,-434.212,-427.633,2,-430.8108026
6,0.001,0.95,5,-433.382,-426.802,2,-429.9808026
6,0.001,0.95,5.5,-432.69,-426.11,2,-429.2888026
6,0.001,0.95,6,-432.119,-425.539,2,-428.7178026
6,0.001,0.95,6.5,-431.654,-425.075,2,-428.2528026
6,0.001,0.95,7,-431.286,-424.707,2,-427.8848026
6,0.001,0.95,7.5,-437.63,-431.051,3,-432.8425083
6,0.001,0.95,8,-437.213,-430.634,3,-432.4255083
6,0.001,0.95,8.5,-436.881,-430.301,3,-432.0935083
6,0.001,0.95,9,-436.627,-430.047,3,-431.8395083
6,0.001,0.95,9.5,-436.446,-429.867,3,-431.6585083
6,0.001,0.95,10,-430.674,-424.094,2,-427.2728026
6,0.001,0.95,10.5,-436.284,-429.705,3,-431.4965083
6,0.001,0.95,11,-436.296,-429.716,3,-431.5085083
6,0.001,1,1.5,-445.474,-438.894,2,-442.0728026
6,0.001,1,2,-442.344,-435.765,2,-438.9428026
6,0.001,1,2.5,-440.114,-433.534,2,-436.7128026
6,0.001,1,3,-438.362,-431.783,2,-434.9608026
6,0.001,1,3.5,-436.935,-430.355,2,-433.5338026
6,0.001,1,4,-435.751,-429.171,2,-432.3498026
6,0.001,1,4.5,-434.761,-428.182,2,-431.3598026
6,0.001,1,5,-433.934,-427.355,2,-430.5328026
6,0.001,1,5.5,-433.245,-426.666,2,-429.8438026
6,0.001,1,6,-432.677,-426.098,2,-429.2758026
6,0.001,1,6.5,-432.216,-425.637,2,-428.8148026
6,0.001,1,7,-438.725,-432.146,3,-433.9375083
6,0.001,1,7.5,-438.224,-431.644,3,-433.4365083
6,0.001,1,8,-437.812,-431.233,3,-433.0245083
6,0.001,1,8.5,-437.485,-430.905,3,-432.6975083
6,0.001,1,9,-437.235,-430.656,3,-432.4475083
6,0.001,1,9.5,-437.059,-430.479,3,-432.2715083
6,0.001,1,10,-431.257,-424.678,2,-427.8558026
6,0.001,1,10.5,-436.905,-430.326,3,-432.1175083
6,0.001,1,11,-436.921,-430.342,3,-432.1335083
2,1,0.05,1.5,-430.787,-430.094,2,-430.0938528
2,1,0.05,2,-427.591,-426.898,2,-426.8978528
2,1,0.05,2.5,-425.294,-424.601,2,-424.6008528
2,1,0.05,3,-423.477,-422.783,2,-422.7838528
2,1,0.05,3.5,-421.983,-421.29,2,-421.2898528
2,1,0.05,4,-420.733,-420.039,2,-420.0398528
2,1,0.05,4.5,-419.677,-418.984,2,-418.9838528
2,1,0.05,5,-418.784,-418.091,2,-418.0908528
2,1,0.05,5.5,-418.029,-417.336,2,-417.3358528
2,1,0.05,6,-417.394,-416.701,2,-416.7008528
2,1,0.05,6.5,-416.867,-416.174,2,-416.1738528
2,1,0.05,7,-416.436,-415.743,2,-415.7428528
2,1,0.05,7.5,-416.092,-415.399,2,-415.3988528
2,1,0.05,8,-415.827,-415.134,2,-415.1338528
2,1,0.05,8.5,-415.635,-414.942,2,-414.9418528
2,1,0.05,9,-415.511,-414.818,2,-414.8178528
2,1,0.05,9.5,-415.449,-414.756,2,-414.7558528
2,1,0.05,10,-415.447,-414.753,2,-414.7538528
2,1,0.05,10.5,-415.499,-414.806,2,-414.8058528
2,1,0.05,11,-415.603,-414.91,2,-414.9098528
2,1,0.1,1.5,-430.193,-429.5,2,-429.4998528
2,1,0.1,2,-427.001,-426.308,2,-426.3078528
2,1,0.1,2.5,-424.708,-424.015,2,-424.0148528
2,1,0.1,3,-422.894,-422.201,2,-422.2008528
2,1,0.1,3.5,-421.404,-420.711,2,-420.7108528
2,1,0.1,4,-420.158,-419.465,2,-419.4648528
2,1,0.1,4.5,-419.106,-418.413,2,-418.4128528
2,1,0.1,5,-418.217,-417.523,2,-417.5238528
2,1,0.1,5.5,-417.465,-416.772,2,-416.7718528
2,1,0.1,6,-416.835,-416.142,2,-416.1418528
2,1,0.1,6.5,-416.312,-415.619,2,-415.6188528
2,1,0.1,7,-415.884,-415.191,2,-415.1908528
2,1,0.1,7.5,-415.544,-414.851,2,-414.8508528
2,1,0.1,8,-415.283,-414.59,2,-414.5898528
2,1,0.1,8.5,-415.095,-414.402,2,-414.4018528
2,1,0.1,9,-414.975,-414.282,2,-414.2818528
2,1,0.1,9.5,-414.917,-414.224,2,-414.2238528
2,1,0.1,10,-414.918,-414.225,2,-414.2248528
2,1,0.1,10.5,-414.974,-414.281,2,-414.2808528
2,1,0.1,11,-415.082,-414.389,2,-414.3888528
2,1,0.15,1.5,-430.163,-429.47,2,-429.4698528
2,1,0.15,2,-426.975,-426.281,2,-426.2818528
2,1,0.15,2.5,-424.686,-423.992,2,-423.9928528
2,1,0.15,3,-422.876,-422.182,2,-422.1828528
2,1,0.15,3.5,-421.389,-420.696,2,-420.6958528
2,1,0.15,4,-420.147,-419.454,2,-419.4538528
2,1,0.15,4.5,-419.099,-418.406,2,-418.4058528
2,1,0.15,5,-418.213,-417.52,2,-417.5198528
2,1,0.15,5.5,-417.466,-416.773,2,-416.7728528
2,1,0.15,6,-416.84,-416.147,2,-416.1468528
2,1,0.15,6.5,-416.32,-415.627,2,-415.6268528
2,1,0.15,7,-415.897,-415.204,2,-415.2038528
2,1,0.15,7.5,-415.56,-414.867,2,-414.8668528
2,1,0.15,8,-415.303,-414.61,2,-414.6098528
2,1,0.15,8.5,-415.119,-414.426,2,-414.4258528
2,1,0.15,9,-415.002,-414.309,2,-414.3088528
2,1,0.15,9.5,-414.948,-414.255,2,-414.2548528
2,1,0.15,10,-414.953,-414.26,2,-414.2598528
2,1,0.15,10.5,-415.013,-414.32,2,-414.3198528
2,1,0.15,11,-415.125,-414.432,2,-414.4318528
2,1,0.2,1.5,-430.358,-429.665,2,-429.6648528
2,1,0.2,2,-427.173,-426.48,2,-426.4798528
2,1,0.2,2.5,-424.888,-424.195,2,-424.1948528
2,1,0.2,3,-423.082,-422.389,2,-422.3888528
2,1,0.2,3.5,-421.6,-420.906,2,-420.9068528
2,1,0.2,4,-420.361,-419.668,2,-419.6678528
2,1,0.2,4.5,-419.317,-418.624,2,-418.6238528
2,1,0.2,5,-418.435,-417.742,2,-417.7418528
2,1,0.2,5.5,-417.691,-416.998,2,-416.9978528
2,1,0.2,6,-417.069,-416.376,2,-416.3758528
2,1,0.2,6.5,-416.553,-415.86,2,-415.8598528
2,1,0.2,7,-416.133,-415.44,2,-415.4398528
2,1,0.2,7.5,-415.8,-415.107,2,-415.1068528
2,1,0.2,8,-415.547,-414.854,2,-414.8538528
2,1,0.2,8.5,-415.367,-414.673,2,-414.6738528
2,1,0.2,9,-415.254,-414.561,2,-414.5608528
2,1,0.2,9.5,-415.204,-414.511,2,-414.5108528
2,1,0.2,10,-415.213,-414.519,2,-414.5198528
2,1,0.2,10.5,-415.276,-414.583,2,-414.5828528
2,1,0.2,11,-415.392,-414.699,2,-414.6988528
2,1,0.25,1.5,-430.671,-429.978,2,-429.9778528
2,1,0.25,2,-427.491,-426.798,2,-426.7978528
2,1,0.25,2.5,-425.209,-424.516,2,-424.5158528
2,1,0.25,3,-423.407,-422.714,2,-422.7138528
2,1,0.25,3.5,-421.928,-421.235,2,-421.2348528
2,1,0.25,4,-420.693,-420,2,-419.9998528
2,1,0.25,4.5,-419.653,-418.96,2,-418.9598528
2,1,0.25,5,-418.775,-418.082,2,-418.0818528
2,1,0.25,5.5,-418.035,-417.342,2,-417.3418528
2,1,0.25,6,-417.416,-416.723,2,-416.7228528
2,1,0.25,6.5,-416.904,-416.211,2,-416.2108528
2,1,0.25,7,-416.488,-415.795,2,-415.7948528
2,1,0.25,7.5,-416.159,-415.466,2,-415.4658528
2,1,0.25,8,-415.909,-415.216,2,-415.2158528
2,1,0.25,8.5,-415.732,-415.039,2,-415.0388528
2,1,0.25,9,-415.623,-414.93,2,-414.9298528
2,1,0.25,9.5,-415.577,-414.884,2,-414.8838528
2,1,0.25,10,-415.59,-414.896,2,-414.8968528
2,1,0.25,10.5,-415.657,-414.964,2,-414.9638528
2,1,0.25,11,-415.776,-415.083,2,-415.0828528
2,1,0.3,1.5,-431.057,-430.364,2,-430.3638528
2,1,0.3,2,-427.88,-427.187,2,-427.1868528
2,1,0.3,2.5,-425.602,-424.909,2,-424.9088528
2,1,0.3,3,-423.803,-423.11,2,-423.1098528
2,1,0.3,3.5,-422.328,-421.635,2,-421.6348528
2,1,0.3,4,-421.097,-420.404,2,-420.4038528
2,1,0.3,4.5,-420.06,-419.367,2,-419.3668528
2,1,0.3,5,-419.186,-418.493,2,-418.4928528
2,1,0.3,5.5,-418.45,-417.757,2,-417.7568528
2,1,0.3,6,-417.834,-417.141,2,-417.1408528
2,1,0.3,6.5,-417.326,-416.633,2,-416.6328528
2,1,0.3,7,-416.914,-416.221,2,-416.2208528
2,1,0.3,7.5,-416.588,-415.895,2,-415.8948528
2,1,0.3,8,-416.342,-415.649,2,-415.6488528
2,1,0.3,8.5,-416.169,-415.476,2,-415.4758528
2,1,0.3,9,-416.064,-415.371,2,-415.3708528
2,1,0.3,9.5,-416.021,-415.328,2,-415.3278528
2,1,0.3,10,-416.037,-415.344,2,-415.3438528
2,1,0.3,10.5,-416.108,-415.415,2,-415.4148528
2,1,0.3,11,-416.231,-415.538,2,-415.5378528
2,1,0.35,1.5,-431.488,-430.795,2,-430.7948528
2,1,0.35,2,-428.315,-427.622,2,-427.6218528
2,1,0.35,2.5,-426.041,-425.348,2,-425.3478528
2,1,0.35,3,-424.246,-423.553,2,-423.5528528
2,1,0.35,3.5,-422.775,-422.081,2,-422.0818528
2,1,0.35,4,-421.547,-420.854,2,-420.8538528
2,1,0.35,4.5,-420.514,-419.821,2,-419.8208528
2,1,0.35,5,-419.643,-418.95,2,-418.9498528
2,1,0.35,5.5,-418.911,-418.217,2,-418.2178528
2,1,0.35,6,-418.299,-417.606,2,-417.6058528
2,1,0.35,6.5,-417.794,-417.101,2,-417.1008528
2,1,0.35,7,-417.385,-416.692,2,-416.6918528
2,1,0.35,7.5,-417.064,-416.371,2,-416.3708528
2,1,0.35,8,-416.821,-416.128,2,-416.1278528
2,1,0.35,8.5,-416.652,-415.959,2,-415.9588528
2,1,0.35,9,-416.55,-415.857,2,-415.8568528
2,1,0.35,9.5,-416.511,-415.818,2,-415.8178528
2,1,0.35,10,-416.531,-415.838,2,-415.8378528
2,1,0.35,10.5,-416.606,-415.912,2,-415.9128528
2,1,0.35,11,-416.732,-416.039,2,-416.0388528
2,1,0.4,1.5,-431.952,-431.259,2,-431.2588528
2,1,0.4,2,-428.782,-428.089,2,-428.0888528
2,1,0.4,2.5,-426.512,-425.818,2,-425.8188528
2,1,0.4,3,-424.72,-424.027,2,-424.0268528
2,1,0.4,3.5,-423.252,-422.559,2,-422.5588528
2,1,0.4,4,-422.028,-421.335,2,-421.3348528
2,1,0.4,4.5,-420.999,-420.306,2,-420.3058528
2,1,0.4,5,-420.132,-419.439,2,-419.4388528
2,1,0.4,5.5,-419.403,-418.71,2,-418.7098528
2,1,0.4,6,-418.795,-418.102,2,-418.1018528
2,1,0.4,6.5,-418.294,-417.6,2,-417.6008528
2,1,0.4,7,-417.888,-417.195,2,-417.1948528
2,1,0.4,7.5,-417.57,-416.877,2,-416.8768528
2,1,0.4,8,-417.331,-416.638,2,-416.6378528
2,1,0.4,8.5,-417.166,-416.473,2,-416.4728528
2,1,0.4,9,-417.067,-416.374,2,-416.3738528
2,1,0.4,9.5,-417.032,-416.339,2,-416.3388528
2,1,0.4,10,-417.055,-416.362,2,-416.3618528
2,1,0.4,10.5,-417.134,-416.441,2,-416.4408528
2,1,0.4,11,-417.264,-416.571,2,-416.5708528
2,1,0.45,1.5,-432.438,-431.744,2,-431.7448528
2,1,0.45,2,-429.271,-428.578,2,-428.5778528
2,1,0.45,2.5,-427.004,-426.311,2,-426.3108528
2,1,0.45,3,-425.216,-424.523,2,-424.5228528
2,1,0.45,3.5,-423.752,-423.059,2,-423.0588528
2,1,0.45,4,-422.532,-421.839,2,-421.8388528
2,1,0.45,4.5,-421.506,-420.813,2,-420.8128528
2,1,0.45,5,-420.642,-419.949,2,-419.9488528
2,1,0.45,5.5,-419.917,-419.224,2,-419.2238528
2,1,0.45,6,-419.312,-418.619,2,-418.6188528
2,1,0.45,6.5,-418.815,-418.122,2,-418.1218528
2,1,0.45,7,-418.413,-417.72,2,-417.7198528
2,1,0.45,7.5,-418.099,-417.405,2,-417.4058528
2,1,0.45,8,-417.863,-417.17,2,-417.1698528
2,1,0.45,8.5,-417.701,-417.008,2,-417.0078528
2,1,0.45,9,-417.606,-416.913,2,-416.9128528
2,1,0.45,9.5,-417.575,-416.881,2,-416.8818528
2,1,0.45,10,-417.601,-416.908,2,-416.9078528
2,1,0.45,10.5,-417.683,-416.99,2,-416.9898528
2,1,0.45,11,-417.817,-417.124,2,-417.1238528
2,1,0.5,1.5,-432.939,-432.246,2,-432.2458528
2,1,0.5,2,-429.776,-429.083,2,-429.0828528
2,1,0.5,2.5,-427.513,-426.82,2,-426.8198528
2,1,0.5,3,-425.728,-425.035,2,-425.0348528
2,1,0.5,3.5,-424.268,-423.575,2,-423.5748528
2,1,0.5,4,-423.051,-422.358,2,-422.3578528
2,1,0.5,4.5,-422.029,-421.335,2,-421.3358528
2,1,0.5,5,-421.168,-420.475,2,-420.4748528
2,1,0.5,5.5,-420.447,-419.753,2,-419.7538528
2,1,0.5,6,-419.845,-419.152,2,-419.1518528
2,1,0.5,6.5,-419.351,-418.658,2,-418.6578528
2,1,0.5,7,-418.953,-418.26,2,-418.2598528
2,1,0.5,7.5,-418.642,-417.949,2,-417.9488528
2,1,0.5,8,-418.41,-417.717,2,-417.7168528
2,1,0.5,8.5,-418.252,-417.559,2,-417.5588528
2,1,0.5,9,-418.16,-417.467,2,-417.4668528
2,1,0.5,9.5,-418.132,-417.439,2,-417.4388528
2,1,0.5,10,-418.162,-417.469,2,-417.4688528
2,1,0.5,10.5,-418.248,-417.555,2,-417.5548528
2,1,0.5,11,-418.385,-417.692,2,-417.6918528
2,1,0.55,1.5,-433.452,-432.759,2,-432.7588528
2,1,0.55,2,-430.293,-429.6,2,-429.5998528
2,1,0.55,2.5,-428.033,-427.339,2,-427.3398528
2,1,0.55,3,-426.252,-425.559,2,-425.5588528
2,1,0.55,3.5,-424.795,-424.101,2,-424.1018528
2,1,0.55,4,-423.581,-422.888,2,-422.8878528
2,1,0.55,4.5,-422.562,-421.869,2,-421.8688528
2,1,0.55,5,-421.705,-421.012,2,-421.0118528
2,1,0.55,5.5,-420.987,-420.294,2,-420.2938528
2,1,0.55,6,-420.389,-419.696,2,-419.6958528
2,1,0.55,6.5,-419.899,-419.206,2,-419.2058528
2,1,0.55,7,-419.504,-418.811,2,-418.8108528
2,1,0.55,7.5,-419.197,-418.503,2,-418.5038528
2,1,0.55,8,-418.968,-418.275,2,-418.2748528
2,1,0.55,8.5,-418.813,-418.12,2,-418.1198528
2,1,0.55,9,-418.725,-418.032,2,-418.0318528
2,1,0.55,9.5,-418.7,-418.007,2,-418.0068528
2,1,0.55,10,-418.734,-418.041,2,-418.0408528
2,1,0.55,10.5,-418.823,-418.13,2,-418.1298528
2,1,0.55,11,-418.964,-418.27,2,-418.2708528
2,1,0.6,1.5,-433.973,-433.279,2,-433.2798528
2,1,0.6,2,-430.817,-430.124,2,-430.1238528
2,1,0.6,2.5,-428.56,-427.867,2,-427.8668528
2,1,0.6,3,-426.783,-426.09,2,-426.0898528
2,1,0.6,3.5,-425.329,-424.636,2,-424.6358528
2,1,0.6,4,-424.119,-423.426,2,-423.4258528
2,1,0.6,4.5,-423.104,-422.41,2,-422.4108528
2,1,0.6,5,-422.25,-421.557,2,-421.5568528
2,1,0.6,5.5,-421.535,-420.842,2,-420.8418528
2,1,0.6,6,-420.941,-420.248,2,-420.2478528
2,1,0.6,6.5,-420.454,-419.761,2,-419.7608528
2,1,0.6,7,-420.063,-419.37,2,-419.3698528
2,1,0.6,7.5,-419.758,-419.065,2,-419.0648528
2,1,0.6,8,-419.534,-418.84,2,-418.8408528
2,1,0.6,8.5,-419.382,-418.689,2,-418.6888528
2,1,0.6,9,-419.297,-418.604,2,-418.6038528
2,1,0.6,9.5,-419.276,-418.583,2,-418.5828528
2,1,0.6,10,-419.313,-418.62,2,-418.6198528
2,1,0.6,10.5,-419.405,-418.712,2,-418.7118528
2,1,0.6,11,-419.549,-418.856,2,-418.8558528
2,1,0.65,1.5,-434.499,-433.806,2,-433.8058528
2,1,0.65,2,-431.347,-430.653,2,-430.6538528
2,1,0.65,2.5,-429.093,-428.4,2,-428.3998528
2,1,0.65,3,-427.319,-426.626,2,-426.6258528
2,1,0.65,3.5,-425.869,-425.176,2,-425.1758528
2,1,0.65,4,-424.662,-423.969,2,-423.9688528
2,1,0.65,4.5,-423.65,-422.957,2,-422.9568528
2,1,0.65,5,-422.8,-422.107,2,-422.1068528
2,1,0.65,5.5,-422.089,-421.396,2,-421.3958528
2,1,0.65,6,-421.498,-420.805,2,-420.8048528
2,1,0.65,6.5,-421.014,-420.321,2,-420.3208528
2,1,0.65,7,-420.626,-419.933,2,-419.9328528
2,1,0.65,7.5,-420.325,-419.632,2,-419.6318528
2,1,0.65,8,-420.104,-419.411,2,-419.4108528
2,1,0.65,8.5,-419.955,-419.262,2,-419.2618528
2,1,0.65,9,-419.875,-419.181,2,-419.1818528
2,1,0.65,9.5,-419.856,-419.163,2,-419.1628528
2,1,0.65,10,-419.897,-419.204,2,-419.2038528
2,1,0.65,10.5,-419.993,-419.299,2,-419.2998528
2,1,0.65,11,-420.14,-419.447,2,-419.4468528
2,1,0.7,1.5,-435.029,-434.336,2,-434.3358528
2,1,0.7,2,-431.88,-431.187,2,-431.1868528
